Station Id;Date Timestamp [UTC];Date Txt [UTC]; Average Wind Speed [nds];Min Wind Speed [nds];Max Wind Speed [nds];Wind Direction [degree];Wind Direction [txt]
2;1652268681;2022-05-11 13:31;10;9;10;225;SO;
2;1652268796;2022-05-11 13:33;10;8;10;225;SO;
2;1652268959;2022-05-11 13:35;9;8;9;225;SO;
2;1652269074;2022-05-11 13:37;9;9;10;225;SO;
2;1652269191;2022-05-11 13:39;9;8;9;225;SO;
2;1652269304;2022-05-11 13:41;9;8;10;225;SO;
2;1652269418;2022-05-11 13:43;9;8;9;225;SO;
2;1652269533;2022-05-11 13:45;9;9;10;225;SO;
2;1652269648;2022-05-11 13:47;9;8;9;225;SO;
2;1652269763;2022-05-11 13:49;9;8;9;225;SO;
2;1652269878;2022-05-11 13:51;9;8;10;225;SO;
2;1652270042;2022-05-11 13:54;8;7;9;225;SO;
2;1652270157;2022-05-11 13:55;9;8;9;225;SO;
2;1652270281;2022-05-11 13:58;8;8;8;225;SO;
2;1652270395;2022-05-11 13:59;8;7;9;225;SO;
2;1652270534;2022-05-11 14:02;8;8;9;225;SO;
2;1652270650;2022-05-11 14:04;8;7;9;225;SO;
2;1652270764;2022-05-11 14:06;8;7;9;225;SO;
2;1652270879;2022-05-11 14:07;9;8;9;225;SO;
2;1652270991;2022-05-11 14:09;8;8;10;225;SO;
2;1652271106;2022-05-11 14:11;8;7;9;225;SO;
2;1652271219;2022-05-11 14:13;8;7;9;225;SO;
2;1652271331;2022-05-11 14:15;8;7;9;225;SO;
2;1652271448;2022-05-11 14:17;8;8;9;225;SO;
2;1652271562;2022-05-11 14:19;8;7;8;225;SO;
2;1652271677;2022-05-11 14:21;8;8;8;225;SO;
2;1652271842;2022-05-11 14:24;7;5;8;225;SO;
2;1652271956;2022-05-11 14:25;7;5;8;225;SO;
2;1652272072;2022-05-11 14:27;7;7;7;225;SO;
2;1652272187;2022-05-11 14:29;8;7;8;225;SO;
2;1652272315;2022-05-11 14:31;7;7;8;225;SO;
2;1652272431;2022-05-11 14:33;8;8;9;225;SO;
2;1652272545;2022-05-11 14:35;8;7;9;225;SO;
2;1652272659;2022-05-11 14:37;8;7;8;225;SO;
2;1652272774;2022-05-11 14:39;8;7;8;225;SO;
2;1652272889;2022-05-11 14:41;8;5;8;225;SO;
2;1652273007;2022-05-11 14:43;8;7;8;225;SO;
2;1652273122;2022-05-11 14:45;8;7;9;225;SO;
2;1652273235;2022-05-11 14:47;8;8;8;225;SO;
2;1652273401;2022-05-11 14:50;8;7;9;225;SO;
2;1652273516;2022-05-11 14:51;8;7;9;225;SO;
2;1652273629;2022-05-11 14:53;8;7;9;225;SO;
2;1652273746;2022-05-11 14:55;8;8;9;225;SO;
2;1652273860;2022-05-11 14:57;8;7;9;225;SO;
2;1652273973;2022-05-11 14:59;8;8;9;225;SO;
2;1652274088;2022-05-11 15:01;9;8;9;225;SO;
2;1652274201;2022-05-11 15:03;9;9;10;225;SO;
2;1652274316;2022-05-11 15:05;8;8;9;225;SO;
2;1652274482;2022-05-11 15:08;9;8;9;225;SO;
2;1652274596;2022-05-11 15:09;9;9;10;225;SO;
2;1652274711;2022-05-11 15:11;10;9;10;225;SO;
2;1652274822;2022-05-11 15:13;9;9;10;225;SO;
2;1652274942;2022-05-11 15:15;9;8;10;225;SO;
2;1652275057;2022-05-11 15:17;9;8;10;225;SO;
2;1652275169;2022-05-11 15:19;9;8;9;225;SO;
2;1652275281;2022-05-11 15:21;9;8;10;225;SO;
2;1652275396;2022-05-11 15:23;9;9;10;225;SO;
2;1652275559;2022-05-11 15:25;10;9;10;225;SO;
2;1652275673;2022-05-11 15:27;10;9;10;225;SO;
2;1652275803;2022-05-11 15:30;9;9;10;225;SO;
2;1652275915;2022-05-11 15:31;10;9;10;225;SO;
2;1652276031;2022-05-11 15:33;10;9;12;225;SO;
2;1652276145;2022-05-11 15:35;10;9;12;225;SO;
2;1652276257;2022-05-11 15:37;10;10;10;225;SO;
2;1652276372;2022-05-11 15:39;10;9;12;225;SO;
2;1652276485;2022-05-11 15:41;10;9;12;225;SO;
2;1652276599;2022-05-11 15:43;10;10;12;225;SO;
2;1652276755;2022-05-11 15:45;10;9;12;225;SO;
2;1652276869;2022-05-11 15:47;10;8;12;225;SO;
2;1652276983;2022-05-11 15:49;12;10;12;225;SO;
2;1652277100;2022-05-11 15:51;9;9;10;225;SO;
2;1652277212;2022-05-11 15:53;12;10;12;225;SO;
2;1652277326;2022-05-11 15:55;12;10;13;225;SO;
2;1652277443;2022-05-11 15:57;10;9;10;225;SO;
2;1652277557;2022-05-11 15:59;10;10;12;225;SO;
2;1652277725;2022-05-11 16:02;9;8;10;225;SO;
2;1652277845;2022-05-11 16:04;10;9;12;225;SO;
2;1652277960;2022-05-11 16:06;9;9;10;225;SO;
2;1652278076;2022-05-11 16:07;9;7;10;225;SO;
2;1652278189;2022-05-11 16:09;9;8;10;225;SO;
2;1652278302;2022-05-11 16:11;10;9;10;225;SO;
2;1652278419;2022-05-11 16:13;10;8;12;225;SO;
2;1652278532;2022-05-11 16:15;9;8;10;225;SO;
2;1652278645;2022-05-11 16:17;10;9;10;225;SO;
2;1652278761;2022-05-11 16:19;10;9;12;225;SO;
2;1652278875;2022-05-11 16:21;9;8;10;225;SO;
2;1652279042;2022-05-11 16:24;10;9;12;225;SO;
2;1652279156;2022-05-11 16:25;10;9;12;225;SO;
2;1652279270;2022-05-11 16:27;10;9;12;225;SO;
2;1652279385;2022-05-11 16:29;10;9;13;225;SO;
2;1652279499;2022-05-11 16:31;10;9;10;225;SO;
2;1652279613;2022-05-11 16:33;12;10;12;225;SO;
2;1652279730;2022-05-11 16:35;10;10;12;225;SO;
2;1652279844;2022-05-11 16:37;12;10;12;225;SO;
2;1652279958;2022-05-11 16:39;10;9;12;225;SO;
2;1652280124;2022-05-11 16:42;10;9;12;225;SO;
2;1652280249;2022-05-11 16:44;9;8;10;225;SO;
2;1652280365;2022-05-11 16:46;10;9;12;225;SO;
2;1652280479;2022-05-11 16:47;12;12;13;225;SO;
2;1652280593;2022-05-11 16:49;12;10;13;225;SO;
2;1652280708;2022-05-11 16:51;12;10;13;225;SO;
2;1652280823;2022-05-11 16:53;10;10;12;225;SO;
2;1652280936;2022-05-11 16:55;12;10;12;225;SO;
2;1652281053;2022-05-11 16:57;12;10;13;225;SO;
2;1652281167;2022-05-11 16:59;12;10;13;225;SO;
2;1652281280;2022-05-11 17:01;12;10;13;225;SO;
2;1652281395;2022-05-11 17:03;12;12;13;225;SO;
2;1652281558;2022-05-11 17:05;12;12;13;225;SO;
2;1652281673;2022-05-11 17:07;12;9;13;225;SO;
2;1652281786;2022-05-11 17:09;12;10;13;225;SO;
2;1652281899;2022-05-11 17:11;13;12;14;225;SO;
2;1652282014;2022-05-11 17:13;13;12;14;225;SO;
2;1652282130;2022-05-11 17:15;13;10;14;225;SO;
2;1652282243;2022-05-11 17:17;13;12;14;225;SO;
2;1652282359;2022-05-11 17:19;12;12;13;225;SO;
2;1652282513;2022-05-11 17:21;12;12;13;225;SO;
2;1652282626;2022-05-11 17:23;12;10;13;225;SO;
2;1652282750;2022-05-11 17:25;1;1;3;225;SO;
2;1652282865;2022-05-11 17:27;12;10;13;225;SO;
2;1652282980;2022-05-11 17:29;13;12;14;225;SO;
2;1652283095;2022-05-11 17:31;13;12;14;225;SO;
2;1652283208;2022-05-11 17:33;13;13;14;225;SO;
2;1652283320;2022-05-11 17:35;12;10;12;225;SO;
2;1652283435;2022-05-11 17:37;12;10;13;225;SO;
2;1652283598;2022-05-11 17:39;12;10;13;225;SO;
2;1652283712;2022-05-11 17:41;12;10;13;225;SO;
2;1652283834;2022-05-11 17:43;12;12;14;225;SO;
2;1652283948;2022-05-11 17:45;12;9;13;225;SO;
2;1652284063;2022-05-11 17:47;13;10;13;225;SO;
2;1652284176;2022-05-11 17:49;12;10;13;225;SO;
2;1652284289;2022-05-11 17:51;13;12;13;225;SO;
2;1652284404;2022-05-11 17:53;12;12;14;225;SO;
2;1652284518;2022-05-11 17:55;12;10;14;225;SO;
2;1652284696;2022-05-11 17:58;12;10;14;225;SO;
2;1652284813;2022-05-11 18:00;13;10;13;225;SO;
2;1652284930;2022-05-11 18:02;13;12;14;225;SO;
2;1652285043;2022-05-11 18:04;13;13;14;225;SO;
2;1652285158;2022-05-11 18:05;13;12;14;225;SO;
2;1652285271;2022-05-11 18:07;12;10;13;225;SO;
2;1652285386;2022-05-11 18:09;13;12;13;225;SO;
2;1652285501;2022-05-11 18:11;12;10;12;225;SO;
2;1652285615;2022-05-11 18:13;12;10;13;225;SO;
2;1652285729;2022-05-11 18:15;10;9;12;225;SO;
2;1652285842;2022-05-11 18:17;12;10;13;225;SO;
2;1652285955;2022-05-11 18:19;12;10;13;225;SO;
2;1652286123;2022-05-11 18:22;12;9;13;225;SO;
2;1652286238;2022-05-11 18:23;12;10;13;225;SO;
2;1652286350;2022-05-11 18:25;13;12;13;225;SO;
2;1652286464;2022-05-11 18:27;12;10;13;225;SO;
2;1652286578;2022-05-11 18:29;12;12;13;225;SO;
2;1652286691;2022-05-11 18:31;13;12;14;225;SO;
2;1652286807;2022-05-11 18:33;13;12;13;225;SO;
2;1652286919;2022-05-11 18:35;13;12;14;225;SO;
2;1652287084;2022-05-11 18:38;13;10;14;225;SO;
2;1652287198;2022-05-11 18:39;13;12;14;225;SO;
2;1652287313;2022-05-11 18:41;13;12;13;225;SO;
2;1652287427;2022-05-11 18:43;13;12;14;225;SO;
2;1652287540;2022-05-11 18:45;13;12;14;225;SO;
2;1652287655;2022-05-11 18:47;13;12;14;225;SO;
2;1652287769;2022-05-11 18:49;13;12;14;225;SO;
2;1652287882;2022-05-11 18:51;13;13;16;225;SO;
2;1652287996;2022-05-11 18:53;13;13;14;225;SO;
2;1652288162;2022-05-11 18:56;13;12;14;225;SO;
2;1652288275;2022-05-11 18:57;12;12;13;225;SO;
2;1652288391;2022-05-11 18:59;13;12;13;225;SO;
2;1652288520;2022-05-11 19:02;13;12;14;225;SO;
2;1652288633;2022-05-11 19:03;13;13;13;225;SO;
2;1652288747;2022-05-11 19:05;13;12;14;225;SO;
2;1652288859;2022-05-11 19:07;13;12;14;225;SO;
2;1652288972;2022-05-11 19:09;13;13;14;225;SO;
2;1652289088;2022-05-11 19:11;13;13;14;225;SO;
2;1652289201;2022-05-11 19:13;14;13;14;225;SO;
2;1652289315;2022-05-11 19:15;12;10;13;225;SO;
2;1652289479;2022-05-11 19:17;13;12;14;225;SO;
2;1652289592;2022-05-11 19:19;12;12;13;225;SO;
2;1652289706;2022-05-11 19:21;13;12;14;225;SO;
2;1652289819;2022-05-11 19:23;12;10;13;225;SO;
2;1652289931;2022-05-11 19:25;12;12;13;225;SO;
2;1652290045;2022-05-11 19:27;13;12;13;225;SO;
2;1652290160;2022-05-11 19:29;12;12;13;225;SO;
2;1652290274;2022-05-11 19:31;13;12;14;225;SO;
2;1652290438;2022-05-11 19:33;13;12;14;225;SO;
2;1652290551;2022-05-11 19:35;14;13;14;225;SO;
2;1652290666;2022-05-11 19:37;13;12;16;225;SO;
2;1652290783;2022-05-11 19:39;14;14;16;225;SO;
2;1652290896;2022-05-11 19:41;14;13;16;225;SO;
2;1652291012;2022-05-11 19:43;13;12;14;225;SO;
2;1652291127;2022-05-11 19:45;14;13;14;225;SO;
2;1652291239;2022-05-11 19:47;14;13;16;225;SO;
2;1652291405;2022-05-11 19:50;14;13;16;225;SO;
2;1652291528;2022-05-11 19:52;14;14;16;225;SO;
2;1652291642;2022-05-11 19:54;13;12;16;225;SO;
2;1652291763;2022-05-11 19:56;14;12;16;225;SO;
2;1652292031;2022-05-11 20:00;14;14;16;225;SO;
2;1652292238;2022-05-11 20:03;14;12;16;225;SO;
2;1652292350;2022-05-11 20:05;14;13;16;225;SO;
2;1652292465;2022-05-11 20:07;16;14;17;225;SO;
2;1652292578;2022-05-11 20:09;14;13;16;225;SO;
2;1652292691;2022-05-11 20:11;14;13;16;225;SO;
2;1652292806;2022-05-11 20:13;14;14;16;225;SO;
2;1652292921;2022-05-11 20:15;14;12;16;225;SO;
2;1652293034;2022-05-11 20:17;14;13;14;225;SO;
2;1652293199;2022-05-11 20:19;14;13;16;225;SO;
2;1652293313;2022-05-11 20:21;14;13;16;225;SO;
2;1652293426;2022-05-11 20:23;14;13;16;225;SO;
2;1652293542;2022-05-11 20:25;13;12;14;225;SO;
2;1652293657;2022-05-11 20:27;13;13;14;225;SO;
2;1652293770;2022-05-11 20:29;13;12;14;225;SO;
2;1652293887;2022-05-11 20:31;13;13;13;225;SO;
2;1652294014;2022-05-11 20:33;13;13;14;225;SO;
2;1652294131;2022-05-11 20:35;13;13;14;225;SO;
2;1652294245;2022-05-11 20:37;13;12;14;225;SO;
2;1652294359;2022-05-11 20:39;13;12;13;225;SO;
2;1652294523;2022-05-11 20:42;13;13;14;225;SO;
2;1652294636;2022-05-11 20:43;12;12;13;225;SO;
2;1652294750;2022-05-11 20:45;12;10;13;225;SO;
2;1652294865;2022-05-11 20:47;12;10;13;225;SO;
2;1652294980;2022-05-11 20:49;12;10;12;225;SO;
2;1652295095;2022-05-11 20:51;12;12;13;225;SO;
2;1652295210;2022-05-11 20:53;12;12;13;225;SO;
2;1652295324;2022-05-11 20:55;12;12;13;225;SO;
2;1652295441;2022-05-11 20:57;12;12;13;225;SO;
2;1652295556;2022-05-11 20:59;12;10;13;225;SO;
2;1652295719;2022-05-11 21:01;12;10;13;225;SO;
2;1652295833;2022-05-11 21:03;12;10;12;225;SO;
2;1652295946;2022-05-11 21:05;12;10;13;225;SO;
2;1652296058;2022-05-11 21:07;12;10;13;225;SO;
2;1652296173;2022-05-11 21:09;10;10;12;225;SO;
2;1652296286;2022-05-11 21:11;12;10;13;225;SO;
2;1652296400;2022-05-11 21:13;12;10;12;225;SO;
2;1652296556;2022-05-11 21:15;10;9;13;225;SO;
2;1652296668;2022-05-11 21:17;12;10;13;225;SO;
2;1652296783;2022-05-11 21:19;12;10;12;225;SO;
2;1652296896;2022-05-11 21:21;10;10;12;225;SO;
2;1652297009;2022-05-11 21:23;10;10;12;225;SO;
2;1652297123;2022-05-11 21:25;12;10;12;225;SO;
2;1652297238;2022-05-11 21:27;10;9;12;225;SO;
2;1652297404;2022-05-11 21:30;10;8;12;225;SO;
2;1652297519;2022-05-11 21:31;10;9;10;225;SO;
2;1652297633;2022-05-11 21:33;10;10;12;225;SO;
2;1652297745;2022-05-11 21:35;10;9;12;225;SO;
2;1652297862;2022-05-11 21:37;10;9;12;225;SO;
2;1652297975;2022-05-11 21:39;10;10;12;225;SO;
2;1652298093;2022-05-11 21:41;12;10;12;225;SO;
2;1652298206;2022-05-11 21:43;10;10;12;225;SO;
2;1652298320;2022-05-11 21:45;10;9;12;225;SO;
2;1652298436;2022-05-11 21:47;10;9;10;225;SO;
2;1652298601;2022-05-11 21:50;10;9;12;225;SO;
2;1652298714;2022-05-11 21:51;10;9;10;225;SO;
2;1652298830;2022-05-11 21:53;10;9;10;225;SO;
2;1652298943;2022-05-11 21:55;10;9;10;225;SO;
2;1652299057;2022-05-11 21:57;10;10;12;225;SO;
2;1652299175;2022-05-11 21:59;12;10;12;225;SO;
2;1652299289;2022-05-11 22:01;10;10;12;225;SO;
2;1652299405;2022-05-11 22:03;12;10;13;225;SO;
2;1652299517;2022-05-11 22:05;12;10;13;225;SO;
2;1652299681;2022-05-11 22:08;10;9;12;225;SO;
2;1652299795;2022-05-11 22:09;10;10;12;225;SO;
2;1652299923;2022-05-11 22:12;10;10;13;225;SO;
2;1652300052;2022-05-11 22:14;10;10;12;225;SO;
2;1652300168;2022-05-11 22:16;12;10;13;225;SO;
2;1652300283;2022-05-11 22:18;12;10;13;225;SO;
2;1652300395;2022-05-11 22:19;10;10;13;225;SO;
2;1652300509;2022-05-11 22:21;12;10;12;225;SO;
2;1652300622;2022-05-11 22:23;10;10;12;225;SO;
2;1652300738;2022-05-11 22:25;13;12;13;225;SO;
2;1652300850;2022-05-11 22:27;12;12;12;225;SO;
2;1652300964;2022-05-11 22:29;12;10;13;225;SO;
2;1652301078;2022-05-11 22:31;13;12;13;225;SO;
2;1652301244;2022-05-11 22:34;13;12;13;225;SO;
2;1652301359;2022-05-11 22:35;13;12;13;225;SO;
2;1652301472;2022-05-11 22:37;13;12;13;225;SO;
2;1652301585;2022-05-11 22:39;12;12;13;225;SO;
2;1652301699;2022-05-11 22:41;13;13;13;225;SO;
2;1652301814;2022-05-11 22:43;12;10;13;225;SO;
2;1652301927;2022-05-11 22:45;13;12;14;225;SO;
2;1652302052;2022-05-11 22:47;13;12;13;225;SO;
2;1652302169;2022-05-11 22:49;12;10;13;225;SO;
2;1652302282;2022-05-11 22:51;13;12;13;225;SO;
2;1652302398;2022-05-11 22:53;13;12;14;225;SO;
2;1652302563;2022-05-11 22:56;12;10;13;225;SO;
2;1652302677;2022-05-11 22:57;13;12;14;225;SO;
2;1652302792;2022-05-11 22:59;12;12;13;225;SO;
2;1652302906;2022-05-11 23:01;12;10;12;225;SO;
2;1652303018;2022-05-11 23:03;13;12;13;225;SO;
2;1652303136;2022-05-11 23:05;12;10;12;225;SO;
2;1652303249;2022-05-11 23:07;12;10;13;225;SO;
2;1652303363;2022-05-11 23:09;12;10;13;225;SO;
2;1652303477;2022-05-11 23:11;12;12;12;225;SO;
2;1652303641;2022-05-11 23:14;12;10;13;225;SO;
2;1652303755;2022-05-11 23:15;12;9;13;225;SO;
2;1652303868;2022-05-11 23:17;12;10;13;225;SO;
2;1652304139;2022-05-11 23:22;12;10;13;225;SO;
2;1652304253;2022-05-11 23:24;12;10;13;225;SO;
2;1652304367;2022-05-11 23:26;12;10;13;225;SO;
2;1652304481;2022-05-11 23:28;12;12;13;225;SO;
2;1652304595;2022-05-11 23:29;12;10;13;225;SO;
2;1652304708;2022-05-11 23:31;12;10;12;225;SO;
2;1652304823;2022-05-11 23:33;12;12;13;225;SO;
2;1652304936;2022-05-11 23:35;12;10;13;225;SO;
2;1652305051;2022-05-11 23:37;12;10;13;225;SO;
2;1652305165;2022-05-11 23:39;10;9;12;225;SO;
2;1652305278;2022-05-11 23:41;10;9;12;225;SO;
2;1652305443;2022-05-11 23:44;10;9;12;225;SO;
2;1652305557;2022-05-11 23:45;10;10;12;225;SO;
2;1652305671;2022-05-11 23:47;10;10;12;225;SO;
2;1652305787;2022-05-11 23:49;12;10;12;225;SO;
2;1652305901;2022-05-11 23:51;12;10;12;225;SO;
2;1652306013;2022-05-11 23:53;12;10;12;225;SO;
2;1652306130;2022-05-11 23:55;10;9;12;225;SO;
2;1652306244;2022-05-11 23:57;12;10;12;225;SO;
2;1652306359;2022-05-11 23:59;10;10;12;225;SO;
2;1652306523;2022-05-12 00:02;10;9;12;225;SO;
2;1652306635;2022-05-12 00:03;12;10;12;225;SO;
2;1652306750;2022-05-12 00:05;12;10;13;225;SO;
2;1652306863;2022-05-12 00:07;10;10;12;225;SO;
2;1652306978;2022-05-12 00:09;10;9;10;225;SO;
2;1652307092;2022-05-12 00:11;10;9;12;225;SO;
2;1652307205;2022-05-12 00:13;10;10;12;225;SO;
2;1652307319;2022-05-12 00:15;10;9;12;225;SO;
2;1652307487;2022-05-12 00:18;10;10;12;225;SO;
2;1652307603;2022-05-12 00:20;12;9;12;225;SO;
2;1652307718;2022-05-12 00:21;10;9;12;225;SO;
2;1652307831;2022-05-12 00:23;12;9;12;225;SO;
2;1652307946;2022-05-12 00:25;12;10;12;225;SO;
2;1652308060;2022-05-12 00:27;12;10;12;225;SO;
2;1652308189;2022-05-12 00:29;12;10;12;225;SO;
2;1652308303;2022-05-12 00:31;10;9;12;225;SO;
2;1652308419;2022-05-12 00:33;10;9;12;225;SO;
2;1652308532;2022-05-12 00:35;10;10;12;225;SO;
2;1652308644;2022-05-12 00:37;10;9;12;225;SO;
2;1652308759;2022-05-12 00:39;10;10;12;225;SO;
2;1652308913;2022-05-12 00:41;12;10;13;225;SO;
2;1652309027;2022-05-12 00:43;10;10;12;225;SO;
2;1652309144;2022-05-12 00:45;10;9;10;225;SO;
2;1652309256;2022-05-12 00:47;10;10;12;225;SO;
2;1652309371;2022-05-12 00:49;10;10;12;225;SO;
2;1652309489;2022-05-12 00:51;10;9;12;225;SO;
2;1652309604;2022-05-12 00:53;10;10;12;225;SO;
2;1652309721;2022-05-12 00:55;10;9;12;225;SO;
2;1652309875;2022-05-12 00:57;10;9;12;225;SO;
2;1652309990;2022-05-12 00:59;10;9;12;225;SO;
2;1652310107;2022-05-12 01:01;10;10;12;225;SO;
2;1652310219;2022-05-12 01:03;10;9;12;225;SO;
2;1652310333;2022-05-12 01:05;10;10;10;225;SO;
2;1652310449;2022-05-12 01:07;10;9;12;225;SO;
2;1652310562;2022-05-12 01:09;10;10;12;225;SO;
2;1652310677;2022-05-12 01:11;10;9;12;225;SO;
2;1652310840;2022-05-12 01:14;10;9;12;225;SO;
2;1652310953;2022-05-12 01:15;10;9;10;225;SO;
2;1652311073;2022-05-12 01:17;9;9;10;225;SO;
2;1652311185;2022-05-12 01:19;9;8;10;225;SO;
2;1652311456;2022-05-12 01:24;9;8;9;225;SO;
2;1652311574;2022-05-12 01:26;9;9;10;225;SO;
2;1652311687;2022-05-12 01:28;9;8;9;225;SO;
2;1652311802;2022-05-12 01:30;9;9;10;225;SO;
2;1652311916;2022-05-12 01:31;8;8;9;225;SO;
2;1652312031;2022-05-12 01:33;9;8;9;225;SO;
2;1652312145;2022-05-12 01:35;9;8;9;225;SO;
2;1652312259;2022-05-12 01:37;9;9;10;225;SO;
2;1652312375;2022-05-12 01:39;9;9;10;225;SO;
2;1652312488;2022-05-12 01:41;9;9;9;225;SO;
2;1652312601;2022-05-12 01:43;9;8;9;225;SO;
2;1652312717;2022-05-12 01:45;9;8;9;225;SO;
2;1652312881;2022-05-12 01:48;9;8;10;225;SO;
2;1652312994;2022-05-12 01:49;9;8;9;225;SO;
2;1652313109;2022-05-12 01:51;9;9;10;225;SO;
2;1652313224;2022-05-12 01:53;9;8;10;225;SO;
2;1652313339;2022-05-12 01:55;9;8;10;225;SO;
2;1652313453;2022-05-12 01:57;9;8;10;225;SO;
2;1652313567;2022-05-12 01:59;9;8;9;225;SO;
2;1652321050;2022-05-12 04:04;7;5;7;225;SO;
2;1652328377;2022-05-12 06:06;0;0;0;225;SO;
2;1652335704;2022-05-12 08:08;3;3;4;225;SO;
2;1652335918;2022-05-12 08:11;3;3;3;225;SO;
2;1652336030;2022-05-12 08:13;4;3;4;225;SO;
2;1652336147;2022-05-12 08:15;3;3;4;225;SO;
2;1652336260;2022-05-12 08:17;4;3;4;225;SO;
2;1652336375;2022-05-12 08:19;4;3;4;225;SO;
2;1652336488;2022-05-12 08:21;4;3;4;225;SO;
2;1652336602;2022-05-12 08:23;3;3;3;225;SO;
2;1652336739;2022-05-12 08:25;4;3;5;225;SO;
2;1652336853;2022-05-12 08:27;3;3;4;225;SO;
2;1652336966;2022-05-12 08:29;3;3;3;225;SO;
2;1652337081;2022-05-12 08:31;3;1;3;225;SO;
2;1652337194;2022-05-12 08:33;3;3;3;225;SO;
2;1652337359;2022-05-12 08:35;3;1;3;225;SO;
2;1652337474;2022-05-12 08:37;3;3;3;225;SO;
2;1652337588;2022-05-12 08:39;3;3;3;225;SO;
2;1652337702;2022-05-12 08:41;3;3;3;225;SO;
2;1652337818;2022-05-12 08:43;1;0;1;225;SO;
2;1652337933;2022-05-12 08:45;0;0;0;225;SO;
2;1652338049;2022-05-12 08:47;1;0;1;225;SO;
2;1652338163;2022-05-12 08:49;3;3;3;225;SO;
2;1652338279;2022-05-12 08:51;1;1;3;225;SO;
2;1652338436;2022-05-12 08:53;1;0;3;225;SO;
2;1652338550;2022-05-12 08:55;0;0;0;225;SO;
2;1652338664;2022-05-12 08:57;0;0;0;225;SO;
2;1652338782;2022-05-12 08:59;0;0;0;225;SO;
2;1652338896;2022-05-12 09:01;0;0;0;225;SO;
2;1652339009;2022-05-12 09:03;0;0;0;225;SO;
2;1652339126;2022-05-12 09:05;0;0;0;225;SO;
2;1652339239;2022-05-12 09:07;1;0;3;225;SO;
2;1652339403;2022-05-12 09:10;3;1;3;225;SO;
2;1652339517;2022-05-12 09:11;1;1;3;225;SO;
2;1652339632;2022-05-12 09:13;0;0;0;225;SO;
2;1652339748;2022-05-12 09:15;0;0;0;225;SO;
2;1652340018;2022-05-12 09:20;3;1;3;225;SO;
2;1652340133;2022-05-12 09:22;3;1;3;225;SO;
2;1652340246;2022-05-12 09:24;1;1;3;225;SO;
2;1652340363;2022-05-12 09:26;1;0;1;225;SO;
2;1652340478;2022-05-12 09:27;3;1;3;225;SO;
2;1652340591;2022-05-12 09:29;3;3;3;225;SO;
2;1652340706;2022-05-12 09:31;3;3;3;225;SO;
2;1652340819;2022-05-12 09:33;3;3;3;225;SO;
2;1652340932;2022-05-12 09:35;4;4;4;225;SO;
2;1652341049;2022-05-12 09:37;5;4;7;225;SO;
2;1652341162;2022-05-12 09:39;7;5;7;225;SO;
2;1652341276;2022-05-12 09:41;8;8;8;225;SO;
2;1652341441;2022-05-12 09:44;7;7;7;225;SO;
2;1652341556;2022-05-12 09:45;8;7;8;225;SO;
2;1652341668;2022-05-12 09:47;7;5;8;225;SO;
2;1652341783;2022-05-12 09:49;8;8;8;225;SO;
2;1652341897;2022-05-12 09:51;8;7;8;225;SO;
2;1652342013;2022-05-12 09:53;8;7;8;225;SO;
2;1652342126;2022-05-12 09:55;8;7;8;225;SO;
2;1652342240;2022-05-12 09:57;9;8;9;225;SO;
2;1652342357;2022-05-12 09:59;8;8;9;225;SO;
2;1652342521;2022-05-12 10:02;8;8;9;225;SO;
2;1652342635;2022-05-12 10:03;9;8;9;225;SO;
2;1652342751;2022-05-12 10:05;8;7;8;225;SO;
2;1652342865;2022-05-12 10:07;8;8;8;225;SO;
2;1652342979;2022-05-12 10:09;8;8;9;225;SO;
2;1652343094;2022-05-12 10:11;8;7;8;225;SO;
2;1652343210;2022-05-12 10:13;8;7;8;225;SO;
2;1652343326;2022-05-12 10:15;7;7;8;225;SO;
2;1652343440;2022-05-12 10:17;7;7;8;225;SO;
2;1652343553;2022-05-12 10:19;7;5;7;225;SO;
2;1652343720;2022-05-12 10:22;7;7;9;225;SO;
2;1652343833;2022-05-12 10:23;9;8;9;225;SO;
2;1652343947;2022-05-12 10:25;9;9;10;225;SO;
2;1652344062;2022-05-12 10:27;9;8;10;225;SO;
2;1652344176;2022-05-12 10:29;8;7;9;225;SO;
2;1652344294;2022-05-12 10:31;8;8;9;225;SO;
2;1652344565;2022-05-12 10:36;9;8;9;225;SO;
2;1652344679;2022-05-12 10:37;8;8;9;225;SO;
2;1652344795;2022-05-12 10:39;9;8;9;225;SO;
2;1652344910;2022-05-12 10:41;9;9;9;225;SO;
2;1652345026;2022-05-12 10:43;9;8;9;225;SO;
2;1652345140;2022-05-12 10:45;9;8;9;225;SO;
2;1652345253;2022-05-12 10:47;8;8;9;225;SO;
2;1652345368;2022-05-12 10:49;8;8;9;225;SO;
2;1652345483;2022-05-12 10:51;9;9;9;225;SO;
2;1652345596;2022-05-12 10:53;9;8;9;225;SO;
2;1652345762;2022-05-12 10:56;9;9;10;225;SO;
2;1652345876;2022-05-12 10:57;9;9;9;225;SO;
2;1652345991;2022-05-12 10:59;9;8;9;225;SO;
2;1652346108;2022-05-12 11:01;9;8;10;225;SO;
2;1652346221;2022-05-12 11:03;9;8;9;225;SO;
2;1652346349;2022-05-12 11:05;9;8;9;225;SO;
2;1652346463;2022-05-12 11:07;9;8;9;225;SO;
2;1652346575;2022-05-12 11:09;8;8;9;225;SO;
2;1652346690;2022-05-12 11:11;8;8;8;225;SO;
